	hin	eng	hin_id	eng_id	hin_gloss	eng_gloss	hin_ex	eng_ex	ign
11046	आदर्श_2	model_1	3397	5845652	वह जिसे देखकर उसके अनुसार वैसा ही कुछ किया या बनाया जाए	['a type of product']	"""वैज्ञानिकों ने पक्षियों को नमूना मानकर हवाई जहाज़ का निर्माण किया ।"""	['his car was an old model']	True
11047	आदर्श_2	model_1	3397	898804	वह जिसे देखकर उसके अनुसार वैसा ही कुछ किया या बनाया जाए	['the act of representing something (usually on a smaller scale)']	"""वैज्ञानिकों ने पक्षियों को नमूना मानकर हवाई जहाज़ का निर्माण किया ।"""	[]	True
11048	आदर्श_2	model_1	7594	5845652	पृथ्वी या खगोल के किसी भाग की स्थिति आदि के विचार से बनाया हुआ उसका सूचक वह चित्र जिसमें देश, नगर, नदी, पहाड़ आदि दिखाए गए हों	['a type of product']	"""यह भारत का राजनैतिक मानचित्र है ।"""	['his car was an old model']	True
11049	आदर्श_2	model_1	7594	898804	पृथ्वी या खगोल के किसी भाग की स्थिति आदि के विचार से बनाया हुआ उसका सूचक वह चित्र जिसमें देश, नगर, नदी, पहाड़ आदि दिखाए गए हों	['the act of representing something (usually on a smaller scale)']	"""यह भारत का राजनैतिक मानचित्र है ।"""	[]	True
11050	आदर्श_2	model_1	28796	5845652	देखने की क्रिया	['a type of product']	"""बेटे को देखने से पहले ही उसने अपनी आँखें मूँद ली ।"""	['his car was an old model']	True
11051	आदर्श_2	model_1	28796	898804	देखने की क्रिया	['the act of representing something (usually on a smaller scale)']	"""बेटे को देखने से पहले ही उसने अपनी आँखें मूँद ली ।"""	[]	True
11052	आदर्शवादी_1	idealist_1	10455	10196965	वह जो आदर्शवाद को मानता और उसके अनुसार चलता हो	['someone guided more by ideals than by practical considerations']	"""आजकल आदर्शवादी कम ही मिलते हैं ।"""	[]	False
11053	आधासीसी_1	hemicrania_1	15323	14327707	आधे सिर का दर्द	['a severe recurring vascular headache', ' occurs more frequently in women than men']	"""सुषमा अधकपारी से पीड़ित रहती है ।"""	[]	False
11054	अदावत_3	estrangement_1	2578	7502387	दुश्मन या शत्रु होने की अवस्था या भाव	['the feeling of being alienated from other people']	"""आपसी दुश्मनी को दूर करने में ही भलाई है ।"""	[]	True
11055	आदाता_1	recipient_1	12121	9627906	पाने वाला	['a person who gets something']	"""पत्र पर प्रापक का नाम और पता साफ-साफ लिखा होना चाहिए ।"""	[]	False
11056	आदाता_4	donee_1	12121	9850121	पाने वाला	['the recipient of funds or other benefits']	"""पत्र पर प्रापक का नाम और पता साफ-साफ लिखा होना चाहिए ।"""	[]	True
11057	आदाता_4	donee_1	12121	9850121	पाने वाला	['the recipient of funds or other benefits']	"""पत्र पर प्रापक का नाम और पता साफ-साफ लिखा होना चाहिए ।"""	[]	True
11058	अदद_1	piece_1	10698	7654667	संख्या का चिह्न	['a serving that has been cut from a larger portion']	"""०,१,२,३,४,५,६,७,८,९ ये अंक हैं ।"""	['a piece of pie', 'a slice of bread']	True
11059	अदद_1	piece_1	10698	7654667	संख्या का चिह्न	['a serving that has been cut from a larger portion']	"""०,१,२,३,४,५,६,७,८,९ ये अंक हैं ।"""	['a piece of pie', 'a slice of bread']	True
11060	अदद_1	piece_1	10698	1174294	संख्या का चिह्न	['eat intermittently', ' take small bites of']	"""०,१,२,३,४,५,६,७,८,९ ये अंक हैं ।"""	['He pieced at the sandwich all morning', 'She never eats a full meal--she just nibbles']	True
11061	अदद_1	piece_1	10698	3716327	संख्या का चिह्न	['game equipment consisting of an object used in playing certain board games']	"""०,१,२,३,४,५,६,७,८,९ ये अंक हैं ।"""	['he taught me to set up the men on the chess board', 'he sacrificed a piece to get a strategic advantage']	True
11062	अदद_1	piece_1	10698	1656788	संख्या का चिह्न	['create by putting components or members together']	"""०,१,२,३,४,५,६,७,८,९ ये अंक हैं ।"""	['She pieced a quilt', 'He tacked together some verses', 'They set up a committee']	True
11063	अदद_1	piece_1	39027	7654667	एक या इकाइयों की अनिश्चित मात्रा या जोड़ या कुल में युक्त गुण	['a serving that has been cut from a larger portion']	"""वह आँकड़ा लगभग हजार का था ।"""	['a piece of pie', 'a slice of bread']	True
11064	अदद_1	piece_1	39027	7654667	एक या इकाइयों की अनिश्चित मात्रा या जोड़ या कुल में युक्त गुण	['a serving that has been cut from a larger portion']	"""वह आँकड़ा लगभग हजार का था ।"""	['a piece of pie', 'a slice of bread']	True
11065	अदद_1	piece_1	39027	1174294	एक या इकाइयों की अनिश्चित मात्रा या जोड़ या कुल में युक्त गुण	['eat intermittently', ' take small bites of']	"""वह आँकड़ा लगभग हजार का था ।"""	['He pieced at the sandwich all morning', 'She never eats a full meal--she just nibbles']	True
11066	अदद_1	piece_1	39027	3716327	एक या इकाइयों की अनिश्चित मात्रा या जोड़ या कुल में युक्त गुण	['game equipment consisting of an object used in playing certain board games']	"""वह आँकड़ा लगभग हजार का था ।"""	['he taught me to set up the men on the chess board', 'he sacrificed a piece to get a strategic advantage']	True
11067	अदद_1	piece_1	39027	1656788	एक या इकाइयों की अनिश्चित मात्रा या जोड़ या कुल में युक्त गुण	['create by putting components or members together']	"""वह आँकड़ा लगभग हजार का था ।"""	['She pieced a quilt', 'He tacked together some verses', 'They set up a committee']	True
11068	अदायगी_1	payment_1	7424	1120448	ऋण,कर्ज़ आदि चुकाने की क्रिया	['the act of paying money']	"""कर्ज का भुगतान करके वह अपनी जिम्मेदारी से मुक्त हो गया ।"""	[]	False
11069	अद्भुत_1	marvellous_1	2500	1576551	जो विशेष लक्षण से युक्त हो	['being or having the character of a miracle']	"""मत्स्यनारी एक विलक्षण जीव है ।"""	[]	True
11070	अद्भुत_1	marvellous_1	2494	1576551	जिज्ञासा उत्पन्न करने वाला	['being or having the character of a miracle']	"""मेरे साथ एक विचित्र घटना घटी ।"""	[]	True
11071	अद्भुत_2	fantastic_1	2500	2341864	जो विशेष लक्षण से युक्त हो	['of the highest quality']	"""मत्स्यनारी एक विलक्षण जीव है ।"""	['an ace reporter', 'a crack shot', 'a first-rate golfer', 'a super party', 'played top-notch tennis', 'an athlete in tiptop condition', 'she is absolutely tops']	True
11072	अद्भुत_2	fantastic_1	2494	2341864	जिज्ञासा उत्पन्न करने वाला	['of the highest quality']	"""मेरे साथ एक विचित्र घटना घटी ।"""	['an ace reporter', 'a crack shot', 'a first-rate golfer', 'a super party', 'played top-notch tennis', 'an athlete in tiptop condition', 'she is absolutely tops']	True
11073	अद्भुत_3	singular_1	2500	6299916	जो विशेष लक्षण से युक्त हो	['the form of a word that is used to denote a singleton']	"""मत्स्यनारी एक विलक्षण जीव है ।"""	[]	True
11074	अद्भुत_3	singular_1	2494	6299916	जिज्ञासा उत्पन्न करने वाला	['the form of a word that is used to denote a singleton']	"""मेरे साथ एक विचित्र घटना घटी ।"""	[]	True
11075	अधेड़_1	middle-aged_1	2789	1646021	ढलती जवानी का या बुढ़ापे और जवानी के बीच का	['being roughly between 45 and 65 years old']	"""हमारी अध्यापिका एक अधेड़ महिला हैं । / अधेड़ होने पर अक्ल आ ही जाए, यह ज़रूरी नहीं ।"""	[]	False
11076	आदेश_1	command_2	3356	5641959	बड़ों का छोटों को किसी काम के लिए कहने की क्रिया या उनके द्वारा दिया गया निर्देश	['great skillfulness and knowledge of some subject or activity']	"""बड़ों की आज्ञा का पालन करना चाहिए ।"""	['a good command of French']	True
11077	आदेश_1	command_2	3356	8190292	बड़ों का छोटों को किसी काम के लिए कहने की क्रिया या उनके द्वारा दिया गया निर्देश	['a military unit or region under the control of a single officer']	"""बड़ों की आज्ञा का पालन करना चाहिए ।"""	[]	True
11078	आदेश_1	command_2	3356	8190292	बड़ों का छोटों को किसी काम के लिए कहने की क्रिया या उनके द्वारा दिया गया निर्देश	['a military unit or region under the control of a single officer']	"""बड़ों की आज्ञा का पालन करना चाहिए ।"""	[]	True
11079	आदेश_1	command_2	3356	6584891	बड़ों का छोटों को किसी काम के लिए कहने की क्रिया या उनके द्वारा दिया गया निर्देश	['(computer science) a line of code written as part of a computer program']	"""बड़ों की आज्ञा का पालन करना चाहिए ।"""	[]	True
11080	आदेश_1	command_2	3356	2441022	बड़ों का छोटों को किसी काम के लिए कहने की क्रिया या उनके द्वारा दिया गया निर्देश	['exercise authoritative control or power over']	"""बड़ों की आज्ञा का पालन करना चाहिए ।"""	['control the budget', 'Command the military forces']	True
11081	आदेश_2	precept_1	3356	6655388	बड़ों का छोटों को किसी काम के लिए कहने की क्रिया या उनके द्वारा दिया गया निर्देश	['rule of personal conduct']	"""बड़ों की आज्ञा का पालन करना चाहिए ।"""	[]	True
11082	आदेशिका_1	precept_2	7313	6655388	न्यायालय का वह आज्ञा पत्र जिसमें किसी को न्यायालय में उपस्थित होने की आज्ञा दी जाती है	['rule of personal conduct']	"""सम्मन पाने के बाद भी वह न्यायालय में उपस्थित नहीं हुआ ।"""	[]	True
11083	आदि_1	beginning_2	151	235435	किसी कार्य, घटना, व्यापार आदि का पहले वाला अंश या भाग	['the act of starting something']	"""आरंभ ठीक हो तो अंत भी ठीक ही होता है ।"""	['he was responsible for the beginning of negotiations']	True
11084	आदि_1	beginning_2	151	235435	किसी कार्य, घटना, व्यापार आदि का पहले वाला अंश या भाग	['the act of starting something']	"""आरंभ ठीक हो तो अंत भी ठीक ही होता है ।"""	['he was responsible for the beginning of negotiations']	True
11085	आदि_1	beginning_2	151	8507558	किसी कार्य, घटना, व्यापार आदि का पहले वाला अंश या भाग	['the place where something begins, where it springs into being']	"""आरंभ ठीक हो तो अंत भी ठीक ही होता है ।"""	"['the Italian beginning of the Renaissance', 'Jupiter was the origin of the radiation', 'Pittsburgh is the source of the Ohio River', ""communism' s Russian root""]"	True
11086	आदि_1	beginning_2	934	235435	आरंभ का या पहले का या किसी समय या घटना आदि के आरम्भ के समय का	['the act of starting something']	"""वह अनुष्ठान की आरंभिक तैयारी में लगा हुआ है ।"""	['he was responsible for the beginning of negotiations']	True
11087	आदि_1	beginning_2	934	235435	आरंभ का या पहले का या किसी समय या घटना आदि के आरम्भ के समय का	['the act of starting something']	"""वह अनुष्ठान की आरंभिक तैयारी में लगा हुआ है ।"""	['he was responsible for the beginning of negotiations']	True
11088	आदि_1	beginning_2	934	8507558	आरंभ का या पहले का या किसी समय या घटना आदि के आरम्भ के समय का	['the place where something begins, where it springs into being']	"""वह अनुष्ठान की आरंभिक तैयारी में लगा हुआ है ।"""	"['the Italian beginning of the Renaissance', 'Jupiter was the origin of the radiation', 'Pittsburgh is the source of the Ohio River', ""communism' s Russian root""]"	True
11089	आदि_2	initial_4	151	6830997	किसी कार्य, घटना, व्यापार आदि का पहले वाला अंश या भाग	"[""the first letter of a word (especially a person' s name)""]"	"""आरंभ ठीक हो तो अंत भी ठीक ही होता है ।"""	['he refused to put the initials FRS after his name']	True
11090	आदि_2	initial_4	934	6830997	आरंभ का या पहले का या किसी समय या घटना आदि के आरम्भ के समय का	"[""the first letter of a word (especially a person' s name)""]"	"""वह अनुष्ठान की आरंभिक तैयारी में लगा हुआ है ।"""	['he refused to put the initials FRS after his name']	True
11091	अधिभार_1	surcharge_1	15386	13325505	वह अतिरिक्त या विशेष अंश जो किसी विशिष्ट कार्य के लिए या किसी विशेष परिस्थिति में अलग से अधिक लिया जाय या परिमाण से अधिक कर या शुल्क	['an additional charge (as for items previously omitted or as a penalty for failure to exercise common caution or common skill)']	"""मैनें आज ही यह पार्सल अधिभार देकर छुड़ाया ।"""	[]	False
11092	अधिग्रहण_1	reception_8	2725	90253	अधिकारपूर्वक अथवा अधियाचना के द्वारा किसी की संपत्ति या और कोई चीज़ ले लेने का कार्य	['the act of receiving']	"""ठेकेदार सरकारी भूमियों का अधिग्रहण कर रहे हैं ।"""	[]	True
11093	अधिग्रहण_1	reception_8	2725	90253	अधिकारपूर्वक अथवा अधियाचना के द्वारा किसी की संपत्ति या और कोई चीज़ ले लेने का कार्य	['the act of receiving']	"""ठेकेदार सरकारी भूमियों का अधिग्रहण कर रहे हैं ।"""	[]	True
11094	अधिग्रहण_1	reception_8	2725	90253	अधिकारपूर्वक अथवा अधियाचना के द्वारा किसी की संपत्ति या और कोई चीज़ ले लेने का कार्य	['the act of receiving']	"""ठेकेदार सरकारी भूमियों का अधिग्रहण कर रहे हैं ।"""	[]	True
11095	अधिक_4	plenty_2	10351	13774404	अधिक से अधिक जितना हो सकता हो या सबसे अधिक	"[""(often followed by `of' ) a large number or amount or extent""]"	"""आज का अधिकतम तापमान चालीस डिग्री सेल्सियस है ।"""	['a batch of letters', 'a deal of trouble', 'a lot of money', 'he made a mint on the stock market', 'it must have cost plenty']	True
11096	अधिक_4	plenty_2	10351	145713	अधिक से अधिक जितना हो सकता हो या सबसे अधिक	['as much as necessary']	"""आज का अधिकतम तापमान चालीस डिग्री सेल्सियस है ।"""	"['Have I eaten enough?', ""I' ve had plenty, thanks""]"	True
11097	अधिक_4	plenty_2	10351	145713	अधिक से अधिक जितना हो सकता हो या सबसे अधिक	['as much as necessary']	"""आज का अधिकतम तापमान चालीस डिग्री सेल्सियस है ।"""	"['Have I eaten enough?', ""I' ve had plenty, thanks""]"	True
11098	अधिक_4	plenty_2	11702	13774404	नियत मात्रा से अधिक या ज्यादा	"[""(often followed by `of' ) a large number or amount or extent""]"	"""यह चीनी दस किलो से ऊपर है । / भाजीवाले ने एक किलो सब्जी तौलने के बाद ऊपर से डाला ।"""	['a batch of letters', 'a deal of trouble', 'a lot of money', 'he made a mint on the stock market', 'it must have cost plenty']	True
11099	अधिक_4	plenty_2	11702	145713	नियत मात्रा से अधिक या ज्यादा	['as much as necessary']	"""यह चीनी दस किलो से ऊपर है । / भाजीवाले ने एक किलो सब्जी तौलने के बाद ऊपर से डाला ।"""	"['Have I eaten enough?', ""I' ve had plenty, thanks""]"	True
11100	अधिक_4	plenty_2	11702	145713	नियत मात्रा से अधिक या ज्यादा	['as much as necessary']	"""यह चीनी दस किलो से ऊपर है । / भाजीवाले ने एक किलो सब्जी तौलने के बाद ऊपर से डाला ।"""	"['Have I eaten enough?', ""I' ve had plenty, thanks""]"	True
11101	अधिक_4	plenty_2	13340	13774404	अधिक मात्रा में	"[""(often followed by `of' ) a large number or amount or extent""]"	"""आज वह बहुत हँसा ।"""	['a batch of letters', 'a deal of trouble', 'a lot of money', 'he made a mint on the stock market', 'it must have cost plenty']	True
11102	अधिक_4	plenty_2	13340	145713	अधिक मात्रा में	['as much as necessary']	"""आज वह बहुत हँसा ।"""	"['Have I eaten enough?', ""I' ve had plenty, thanks""]"	True
11103	अधिक_4	plenty_2	13340	145713	अधिक मात्रा में	['as much as necessary']	"""आज वह बहुत हँसा ।"""	"['Have I eaten enough?', ""I' ve had plenty, thanks""]"	True
11104	अधिक_4	plenty_2	13474	13774404	बहुत ज्यादा	"[""(often followed by `of' ) a large number or amount or extent""]"	"""रोगी दर्द से अत्यंत पीड़ित है । / उसे पैसों की सख्त जरूरत है ।"""	['a batch of letters', 'a deal of trouble', 'a lot of money', 'he made a mint on the stock market', 'it must have cost plenty']	True
11105	अधिक_4	plenty_2	13474	145713	बहुत ज्यादा	['as much as necessary']	"""रोगी दर्द से अत्यंत पीड़ित है । / उसे पैसों की सख्त जरूरत है ।"""	"['Have I eaten enough?', ""I' ve had plenty, thanks""]"	True
11106	अधिक_4	plenty_2	13474	145713	बहुत ज्यादा	['as much as necessary']	"""रोगी दर्द से अत्यंत पीड़ित है । / उसे पैसों की सख्त जरूरत है ।"""	"['Have I eaten enough?', ""I' ve had plenty, thanks""]"	True
11107	अधिक_4	plenty_2	2090	13774404	बहुत अधिक	"[""(often followed by `of' ) a large number or amount or extent""]"	"""सेठ मुरालीलाल के पास अत्यधिक धन है । / वह परीक्षा पास करने के लिए जी-तोड़ मेहनत कर रहा है ।"""	['a batch of letters', 'a deal of trouble', 'a lot of money', 'he made a mint on the stock market', 'it must have cost plenty']	True
11108	अधिक_4	plenty_2	2090	145713	बहुत अधिक	['as much as necessary']	"""सेठ मुरालीलाल के पास अत्यधिक धन है । / वह परीक्षा पास करने के लिए जी-तोड़ मेहनत कर रहा है ।"""	"['Have I eaten enough?', ""I' ve had plenty, thanks""]"	True
11109	अधिक_4	plenty_2	2090	145713	बहुत अधिक	['as much as necessary']	"""सेठ मुरालीलाल के पास अत्यधिक धन है । / वह परीक्षा पास करने के लिए जी-तोड़ मेहनत कर रहा है ।"""	"['Have I eaten enough?', ""I' ve had plenty, thanks""]"	True
11110	अधिक_4	plenty_2	7074	13774404	जो उपयोग में न आने के कारण बच गया हो	"[""(often followed by `of' ) a large number or amount or extent""]"	"""बचे भोजन को ढक कर रख दो ।"""	['a batch of letters', 'a deal of trouble', 'a lot of money', 'he made a mint on the stock market', 'it must have cost plenty']	True
11111	अधिक_4	plenty_2	7074	145713	जो उपयोग में न आने के कारण बच गया हो	['as much as necessary']	"""बचे भोजन को ढक कर रख दो ।"""	"['Have I eaten enough?', ""I' ve had plenty, thanks""]"	True
11112	अधिक_4	plenty_2	7074	145713	जो उपयोग में न आने के कारण बच गया हो	['as much as necessary']	"""बचे भोजन को ढक कर रख दो ।"""	"['Have I eaten enough?', ""I' ve had plenty, thanks""]"	True
11113	अधिक_4	plenty_2	2403	13774404	जो मात्रा में ज़्यादा हो	"[""(often followed by `of' ) a large number or amount or extent""]"	"""उसके पास बहुत सम्पत्ति है । / वह अगाध संपत्ति का मालिक है ।"""	['a batch of letters', 'a deal of trouble', 'a lot of money', 'he made a mint on the stock market', 'it must have cost plenty']	True
11114	अधिक_4	plenty_2	2403	145713	जो मात्रा में ज़्यादा हो	['as much as necessary']	"""उसके पास बहुत सम्पत्ति है । / वह अगाध संपत्ति का मालिक है ।"""	"['Have I eaten enough?', ""I' ve had plenty, thanks""]"	True
11115	अधिक_4	plenty_2	2403	145713	जो मात्रा में ज़्यादा हो	['as much as necessary']	"""उसके पास बहुत सम्पत्ति है । / वह अगाध संपत्ति का मालिक है ।"""	"['Have I eaten enough?', ""I' ve had plenty, thanks""]"	True
11116	अधिक_4	plenty_2	28616	13774404	अधिक अंश से संबंधित या अधिक अंश का या जो अधिक मात्रा में हो	"[""(often followed by `of' ) a large number or amount or extent""]"	"""इस क्षेत्र का अधिकांशीय भाग जंगल से घिरा हुआ है ।"""	['a batch of letters', 'a deal of trouble', 'a lot of money', 'he made a mint on the stock market', 'it must have cost plenty']	True
11117	अधिक_4	plenty_2	28616	145713	अधिक अंश से संबंधित या अधिक अंश का या जो अधिक मात्रा में हो	['as much as necessary']	"""इस क्षेत्र का अधिकांशीय भाग जंगल से घिरा हुआ है ।"""	"['Have I eaten enough?', ""I' ve had plenty, thanks""]"	True
11118	अधिक_4	plenty_2	28616	145713	अधिक अंश से संबंधित या अधिक अंश का या जो अधिक मात्रा में हो	['as much as necessary']	"""इस क्षेत्र का अधिकांशीय भाग जंगल से घिरा हुआ है ।"""	"['Have I eaten enough?', ""I' ve had plenty, thanks""]"	True
11119	अधिक_4	plenty_2	34793	13774404	सबसे अधिक	"[""(often followed by `of' ) a large number or amount or extent""]"	"""ज़्यादा से ज़्यादा आप मेहनत कर सकते हैं । / ज़्यादा से ज़्यादा आपकी नौकरी चली जाएगी बस ।"""	['a batch of letters', 'a deal of trouble', 'a lot of money', 'he made a mint on the stock market', 'it must have cost plenty']	True
11120	अधिक_4	plenty_2	34793	145713	सबसे अधिक	['as much as necessary']	"""ज़्यादा से ज़्यादा आप मेहनत कर सकते हैं । / ज़्यादा से ज़्यादा आपकी नौकरी चली जाएगी बस ।"""	"['Have I eaten enough?', ""I' ve had plenty, thanks""]"	True
11121	अधिक_4	plenty_2	34793	145713	सबसे अधिक	['as much as necessary']	"""ज़्यादा से ज़्यादा आप मेहनत कर सकते हैं । / ज़्यादा से ज़्यादा आपकी नौकरी चली जाएगी बस ।"""	"['Have I eaten enough?', ""I' ve had plenty, thanks""]"	True
11122	अधिक_4	plenty_2	37939	13774404	औचित्य, सीमा आदि से बढ़ा हुआ	"[""(often followed by `of' ) a large number or amount or extent""]"	"""अधिक सत्र के न्यायाधीश ने इस मुक़दमें का फ़ैसला किया ।"""	['a batch of letters', 'a deal of trouble', 'a lot of money', 'he made a mint on the stock market', 'it must have cost plenty']	True
11123	अधिक_4	plenty_2	37939	145713	औचित्य, सीमा आदि से बढ़ा हुआ	['as much as necessary']	"""अधिक सत्र के न्यायाधीश ने इस मुक़दमें का फ़ैसला किया ।"""	"['Have I eaten enough?', ""I' ve had plenty, thanks""]"	True
11124	अधिक_4	plenty_2	37939	145713	औचित्य, सीमा आदि से बढ़ा हुआ	['as much as necessary']	"""अधिक सत्र के न्यायाधीश ने इस मुक़दमें का फ़ैसला किया ।"""	"['Have I eaten enough?', ""I' ve had plenty, thanks""]"	True
11125	आदिकालीन_1	primitive_3	1661	817731	जिसे हुए या बने बहुत दिन हो गये हों	['little evolved from or characteristic of an earlier ancestral type']	"""इस संग्रहालय में बहुत सारी प्राचीन वस्तुओं का संग्रह है । / प्राचीन काल में भारत विश्व शिक्षा का केन्द्र था ।"""	['archaic forms of life', 'primitive mammals', 'the okapi is a short-necked primitive cousin of the giraffe']	True
11126	आदिकालीन_1	primitive_3	1661	9627462	जिसे हुए या बने बहुत दिन हो गये हों	['a person who belongs to an early stage of civilization']	"""इस संग्रहालय में बहुत सारी प्राचीन वस्तुओं का संग्रह है । / प्राचीन काल में भारत विश्व शिक्षा का केन्द्र था ।"""	[]	True
11127	अधिकांश_1	most_1	2730	73033	किसी वस्तु आदि का आधे से अधिक भाग	['(of actions or states) slightly short of or not quite accomplished']	"""बाढ़ के कारण पूर्वांचल का अधिकांश पानी में डूब गया है ।"""	"['the job is (just) about done', 'the baby was almost asleep when the alarm sounded', ""we' re almost finished"", 'the car all but ran her down', 'he nearly fainted', 'talked for nigh onto 2 hours', 'the recording is well-nigh perfect', 'virtually all the parties signed the contract', 'I was near exhausted by the run', 'most everyone agrees']"	True
11128	अधिकांश_1	most_1	28616	73033	अधिक अंश से संबंधित या अधिक अंश का या जो अधिक मात्रा में हो	['(of actions or states) slightly short of or not quite accomplished']	"""इस क्षेत्र का अधिकांशीय भाग जंगल से घिरा हुआ है ।"""	"['the job is (just) about done', 'the baby was almost asleep when the alarm sounded', ""we' re almost finished"", 'the car all but ran her down', 'he nearly fainted', 'talked for nigh onto 2 hours', 'the recording is well-nigh perfect', 'virtually all the parties signed the contract', 'I was near exhausted by the run', 'most everyone agrees']"	True
11129	अधिकार_1	right_2	11910	135455	वह योग्यता या सामर्थ्य जिसके कारण किसी में कुछ कर सकने का बल आता है	"[""appropriate for a condition or purpose or occasion or a person' s character, needs""]"	"""कुछ लोग अपने अधिकार का दुरुपयोग करते हैं ।"""	['everything in its proper place', 'the right man for the job', 'she is not suitable for the position', 'he is not a suitable husband for her']	True
11130	अधिकार_1	right_2	11910	2031986	वह योग्यता या सामर्थ्य जिसके कारण किसी में कुछ कर सकने का बल आता है	['being or located on or directed toward the side of the body to the east when facing north']	"""कुछ लोग अपने अधिकार का दुरुपयोग करते हैं ।"""	['my right hand', 'right center field', 'a right-hand turn', 'the right bank of a river is the bank on your right side when you are facing downstream']	True
11131	अधिकार_1	right_2	11910	196203	वह योग्यता या सामर्थ्य जिसके कारण किसी में कुछ कर सकने का बल आता है	['in the right manner']	"""कुछ लोग अपने अधिकार का दुरुपयोग करते हैं ।"""	"['please do your job properly!', ""can' t you carry me decent?""]"	True
11132	अधिकार_1	right_2	11910	631391	वह योग्यता या सामर्थ्य जिसके कारण किसी में कुछ कर सकने का बल आता है	['free from error', ' especially conforming to fact or truth']	"""कुछ लोग अपने अधिकार का दुरुपयोग करते हैं ।"""	['the correct answer', 'the correct version', 'the right answer', 'took the right road', 'the right decision']	True
11133	अधिकार_1	right_2	11910	203922	वह योग्यता या सामर्थ्य जिसके कारण किसी में कुछ कर सकने का बल आता है	['in a correct manner']	"""कुछ लोग अपने अधिकार का दुरुपयोग करते हैं ।"""	['he guessed right']	True
11134	अधिकार_1	right_2	11910	196203	वह योग्यता या सामर्थ्य जिसके कारण किसी में कुछ कर सकने का बल आता है	['in the right manner']	"""कुछ लोग अपने अधिकार का दुरुपयोग करते हैं ।"""	"['please do your job properly!', ""can' t you carry me decent?""]"	True
11135	अधिकार_1	right_2	1705	135455	वह अधिकार जो साधारणतः सब लोगों को प्राप्त न हो, पर कुछ विशिष्ट अवस्थाओं में किसी को विशेष रूप से प्राप्त हो	"[""appropriate for a condition or purpose or occasion or a person' s character, needs""]"	"""आपात काल में राष्ट्रपति को विशेषाधिकार प्राप्त है ।"""	['everything in its proper place', 'the right man for the job', 'she is not suitable for the position', 'he is not a suitable husband for her']	True
11136	अधिकार_1	right_2	1705	2031986	वह अधिकार जो साधारणतः सब लोगों को प्राप्त न हो, पर कुछ विशिष्ट अवस्थाओं में किसी को विशेष रूप से प्राप्त हो	['being or located on or directed toward the side of the body to the east when facing north']	"""आपात काल में राष्ट्रपति को विशेषाधिकार प्राप्त है ।"""	['my right hand', 'right center field', 'a right-hand turn', 'the right bank of a river is the bank on your right side when you are facing downstream']	True
11137	अधिकार_1	right_2	1705	196203	वह अधिकार जो साधारणतः सब लोगों को प्राप्त न हो, पर कुछ विशिष्ट अवस्थाओं में किसी को विशेष रूप से प्राप्त हो	['in the right manner']	"""आपात काल में राष्ट्रपति को विशेषाधिकार प्राप्त है ।"""	"['please do your job properly!', ""can' t you carry me decent?""]"	True
11138	अधिकार_1	right_2	1705	631391	वह अधिकार जो साधारणतः सब लोगों को प्राप्त न हो, पर कुछ विशिष्ट अवस्थाओं में किसी को विशेष रूप से प्राप्त हो	['free from error', ' especially conforming to fact or truth']	"""आपात काल में राष्ट्रपति को विशेषाधिकार प्राप्त है ।"""	['the correct answer', 'the correct version', 'the right answer', 'took the right road', 'the right decision']	True
11139	अधिकार_1	right_2	1705	203922	वह अधिकार जो साधारणतः सब लोगों को प्राप्त न हो, पर कुछ विशिष्ट अवस्थाओं में किसी को विशेष रूप से प्राप्त हो	['in a correct manner']	"""आपात काल में राष्ट्रपति को विशेषाधिकार प्राप्त है ।"""	['he guessed right']	True
11140	अधिकार_1	right_2	1705	196203	वह अधिकार जो साधारणतः सब लोगों को प्राप्त न हो, पर कुछ विशिष्ट अवस्थाओं में किसी को विशेष रूप से प्राप्त हो	['in the right manner']	"""आपात काल में राष्ट्रपति को विशेषाधिकार प्राप्त है ।"""	"['please do your job properly!', ""can' t you carry me decent?""]"	True
11141	अधिकार_1	right_2	2732	135455	किसी वस्तु या संपत्ति आदि पर होने वाला बलपूर्वक स्वामित्व	"[""appropriate for a condition or purpose or occasion or a person' s character, needs""]"	"""अब किले पर सैनिकों का क़ब्ज़ा है ।"""	['everything in its proper place', 'the right man for the job', 'she is not suitable for the position', 'he is not a suitable husband for her']	True
11142	अधिकार_1	right_2	2732	2031986	किसी वस्तु या संपत्ति आदि पर होने वाला बलपूर्वक स्वामित्व	['being or located on or directed toward the side of the body to the east when facing north']	"""अब किले पर सैनिकों का क़ब्ज़ा है ।"""	['my right hand', 'right center field', 'a right-hand turn', 'the right bank of a river is the bank on your right side when you are facing downstream']	True
11143	अधिकार_1	right_2	2732	196203	किसी वस्तु या संपत्ति आदि पर होने वाला बलपूर्वक स्वामित्व	['in the right manner']	"""अब किले पर सैनिकों का क़ब्ज़ा है ।"""	"['please do your job properly!', ""can' t you carry me decent?""]"	True
11144	अधिकार_1	right_2	2732	631391	किसी वस्तु या संपत्ति आदि पर होने वाला बलपूर्वक स्वामित्व	['free from error', ' especially conforming to fact or truth']	"""अब किले पर सैनिकों का क़ब्ज़ा है ।"""	['the correct answer', 'the correct version', 'the right answer', 'took the right road', 'the right decision']	True
