	conc_label_wx	conc_label_utf	conc_in_eng	mrs_conc
15848	-warIna_1	-तरीन_1	choice_6	_choice_n_of
15849	warU-ropaNa_1	तरू-रोपण_1	treeplanting_1	_treeplanting/NN_u_unknown
15850	waruNAI_2	तरुणाई_2	youthfulness_1	_youthfulness/NN_u_unknown
15851	warunApA_1	तरुनापा_1	reg_98	_reg/NN_u_unknown
15852	wareMdA_1	तरेंडा_1	raft_2	_raft_n_1
15853	warera_1	तरेर_1	glare_7	_glare_v_1
15854	wareranA+AzKa_1	तरेरना+आँख_1	glare_8	_glare_v_1
15855	warka_9	तर्क_9	deliberation_4	_deliberation_n_1
15856	warka_10	तर्क_10	discussion_1	_discussion_n_1
15857	warka_11	तर्क_11	objection_3	_objection_n_to
15858	warka+kara_3	तर्क+कर_3	consider_4	_consider_v_1
15859	warka+kara_4	तर्क+कर_4	discuss_2	_discuss_v_1
15860	warka+para_1	तर्क+पर_1	consider_5	_consider_v_1
15861	warka+para_2	तर्क+पर_2	discuss_3	_discuss_v_1
15862	warkapUrNa_1	तर्कपूर्ण_1	logical_1	_logical_a_for
15863	warka-yukwa_1	तर्क-युक्त_1	logical_2	_logical_a_for
15864	warka-viwarka_1	तर्क-वितर्क_1	deliberation_5	_deliberation_n_1
15865	warka-viwarka_2	तर्क-वितर्क_2	arguing_1	_argue_v_with
15866	warka-viwarka_3	तर्क-वितर्क_3	arguing_2	nominalization
15867	warka-viwarka_4	तर्क-वितर्क_4	argument_4	_argument_n_1
15868	warkasaMgawa_1	तर्कसंगत_1	logical_3	_logical_a_for
15869	warkasaMgawa_2	तर्कसंगत_2	rational_1	_rational_a_1
15870	warkiwa_1	तर्कित_1	discussed_1	_discuss_v_1
15871	warkiwa_2	तर्कित_2	discussed_2	parg_d
15872	warkiwa_3	तर्कित_3	disputed_1	_dispute_v_1
15873	warkiwa_4	तर्कित_4	disputed_2	parg_d
15874	warkI_1	तर्की_1	logician_1	_logician/NN_u_unknown
15875	warku_1	तर्कु_1	spindle_2	_spindle_n_1
15876	warku_2	तर्कु_2	distaff_2	_distaff/NN_u_unknown
15877	warjZa_1	तर्ज़_1	form_9	_form_n_of
15878	warjZa_2	तर्ज़_2	fashion_5	_fashion_n_1
15879	warjZa_3	तर्ज़_3	manner_12	_manner_n_of
15880	warjZa_4	तर्ज़_4	style_10	_style_n_of
15881	warjZa_5	तर्ज़_5	melody_3	_melody_n_1
15882	warjana_4	तर्जन_4	threatening_3	_threaten_v_1
15883	warjana_5	तर्जन_5	threatening_4	nominalization
15884	warjana_6	तर्जन_6	scolding_5	_scold_v_1
15885	warjana_7	तर्जन_7	scolding_6	nominalization
15886	warjana_8	तर्जन_8	admonishing_1	_admonishing/VBG_u_unknown
15887	warjana_9	तर्जन_9	admonishing_2	nominalization
15888	warjana_10	तर्जन_10	anger_17	_anger_n_1
15889	warjanI+xiKA_1	तर्जनी+दिखा_1	reprove_1	_prove_v_to
15890	warjanI+xiKA_2	तर्जनी+दिखा_2	reprove_2	_re-_a_again
15891	warjanI+hilA_1	तर्जनी+हिला_1	reprove_3	_prove_v_to
15892	warjanI+hilA_2	तर्जनी+हिला_2	reprove_4	_re-_a_again
15893	warjumA_1	तर्जुमा_1	see_52	_see_n_1
15894	warpaNa_2	तर्पण_2	satisfaction_3	_satisfaction_n_of
15895	warrAra_1	तर्रार_1	sharptongued_1	_sharptongued/VBN_u_unknown
15896	warrAra_2	तर्रार_2	sharptongued_2	parg_d
15897	wejZa-warrAra_1	तेज़-तर्रार_1	quicktempered_3	_quicktempered/VBN_u_unknown
15898	wejZa-warrAra_2	तेज़-तर्रार_2	quicktempered_4	parg_d
15899	warrArA_1	तर्रारा_1	sharpness_5	_sharpness_n_1
15900	warrArA_2	तर्रारा_2	activity_15	_activity_n_1
15901	warrArA_3	तर्रारा_3	speed_2	_speed_n_1
15902	warRaNa_1	तर्षण_1	thirsting_1	_thirst_v_for-after
15903	warRaNa_2	तर्षण_2	thirsting_2	nominalization
15904	warRaNa_3	तर्षण_3	thirst_2	_thirst_n_for
15905	warRaNa_4	तर्षण_4	longing_6	_longing_n_1
15906	warRaNa_5	तर्षण_5	desire_14	_desire_n_for
15907	wala_7	तल_7	level_4	_level_n_1
15908	wala_8	तल_8	base_13	_base_n_1
15909	wala_9	तल_9	side_9	_side_n_1
15910	wala_10	तल_10	face_1	_face_n_1
15911	wala-cuA_1	तल-चुआ_1	m_96	_meter_n_1
15912	wala-Cata_1	तल-छट_1	sediment_4	_sediment_n_1
15913	wala-Cata_2	तल-छट_2	dregs_5	_dregs_n_1
15914	wala-Cata_3	तल-छट_3	grounds_1	_ground_n_1
15915	wala-Cata˚I_1	तल-छट˚ई_1	sediment_5	_sediment_n_1
15916	walaka_6	तलक_6	ppn_5	_ppn/NN_u_unknown
15917	walaKZa_1	तलख़_1	acrimonious_1	_acrimonious/NN_u_unknown
15918	walaKZamijZAja_1	तलख़मिज़ाज_1	illtempered_3	_illtempered/VBN_u_unknown
15919	walaKZamijZAja_2	तलख़मिज़ाज_2	illtempered_4	parg_d
15920	walaKZI_1	तलख़ी_1	bitterness_3	_bitterness_n_1
15921	walaKZI_2	तलख़ी_2	acrimony_1	_acrimony/NN_u_unknown
15922	walaKZI_3	तलख़ी_3	rancour_5	_rancour/NN_u_unknown
15923	walapata_1	तलपट_1	levelled_1	_level_v_cause
15924	walapata_2	तलपट_2	levelled_2	parg_d
15925	walapata_3	तलपट_3	possessions_1	_possession_n_of
15926	walaPZPZujZa_1	तलफ़्फ़ुज़_1	pronunciation_1	_pronunciation_n_of
15927	walaba_5	तलब_5	wish_9	_wish_n_1
15928	walaba_6	तलब_6	desire_15	_desire_n_for
15929	walaba_7	तलब_7	pay_2	_pay_n_1
15930	walaba+kara_1	तलब+कर_1	demand_4	_demand_v_of
15931	walabagAra_1	तलबगार_1	seeking_3	udef_q
15932	walabagAra_2	तलबगार_2	seeking_4	_seek_v_1
15933	walabagAra_3	तलबगार_3	seeking_5	nominalization
15934	walabI_2	तलबी_2	call_3	_call_v_1
15935	walabI_3	तलबी_3	demand_5	_demand_n_1
15936	walabI_4	तलबी_4	mobilisation_1	_mobilisation/NN_u_unknown
15937	walamalA_1	तलमला_1	grieve_10	_grieve_v_1
15938	walamalI_1	तलमली_1	restlessness_8	_restlessness/NN_u_unknown
15939	walamalI_2	तलमली_2	c_31	named
15940	walavariyA_1	तलवरिया_1	swordsman_1	_swordsman/NN_u_unknown
15941	walavAra_3	तलवार_3	swordblade_1	_swordblade/NN_u_unknown
15942	walavAra+kA+pAnI_1	तलवार+का+पानी_1	temper_2	_temper_n_1
15943	walavAra+mAranA_1	तलवार+मारना_1	sword_4	_sword_n_1
15944	walA_4	तला_4	bottom_1	_bottom_n_1
15945	walA_5	तला_5	keel_1	_keel_n_1
15946	walAI_1	तलाई_1	frying_1	_fry_v_1
15947	walAI_2	तलाई_2	frying_2	nominalization
15948	walAka_2	तलाक_2	divorced_1	_divorce_v_1
15949	walAka_3	तलाक_3	divorced_2	parg_d
15950	walAka+xe_2	तलाक+दे_2	divorce_2	_divorce_v_1
15951	walAka+ko_1	तलाक+को_1	divorce_3	_divorce_v_1
15952	walAkaSuxA_1	तलाकशुदा_1	divorced_3	_divorce_v_1
15953	walAkaSuxA_2	तलाकशुदा_2	divorced_4	parg_d
15954	walAPZI_1	तलाफ़ी_1	compensation_4	_compensation_n_1
15955	walAmalI_1	तलामली_1	19c_19	named
15956	walAva_1	तलाव_1	tank_4	_tank_n_1
15957	walAva_2	तलाव_2	pond_4	_pond_n_1
15958	walAva_3	तलाव_3	frying_3	_fry_v_1
15959	walAva_4	तलाव_4	frying_4	nominalization
15960	walASa_5	तलाश_5	investigation_6	_investigation_n_1
15961	walASa+kara_2	तलाश+कर_2	search_5	_search_v_1
15962	walASa+meM_1	तलाश+में_1	searching_3	subord
15963	walASa+meM_2	तलाश+में_2	searching_4	_search_v_1
15964	walASI_2	तलाशी_2	searching_5	_search_v_1
15965	walASI_3	तलाशी_3	searching_6	nominalization
15966	walASI_4	तलाशी_4	house_7	_house_n_of
15967	walI_3	तली_3	bottom_2	_bottom_n_1
15968	walI_4	तली_4	palm_1	_palm_n_1
15969	waluA_1	तलुआ_1	see_53	_see_n_1
15970	wavakkZA_1	तवक्क़ा_1	reliance_4	_reliance_n_1
15971	wavajjaha_1	तवज्जह_1	attention_7	_attention_n_to
15972	wavajjaha_2	तवज्जह_2	favour_6	_favor_n_1
15973	wavanagarI_1	तवनगरी_1	19c_20	named
15974	wavAI_1	तवाई_1	corr_4	_corr/NN_u_unknown
15975	wavAjZA_1	तवाज़ा_1	hospitality_5	_hospitality_n_1
15976	wavAjZA_2	तवाज़ा_2	attention_8	_attention_n_to
15977	wavAjZA_3	तवाज़ा_3	courtesy_4	udef_q
15978	wavAjZA_4	तवाज़ा_4	courtesy_5	_courtesy_n_1
15979	wavAna_1	तवान_1	powerful_3	_powerful_n_1
15980	wavAna_2	तवान_2	rich_4	_rich_n_1
15981	wavAnagara_1	तवानगर_1	powerful_4	_powerful_n_1
15982	wavAnagara_2	तवानगर_2	rich_5	_rich_n_1
15983	wavAnagara˚I_1	तवानगर˚ई_1	power_8	_power_n_1
15984	wavAnagara˚I_2	तवानगर˚ई_2	wealth_4	_wealth_n_of
15985	wavAyaPZa_1	तवायफ़_1	companies'_1	_company_n_of
15986	wavAyaPZa_2	तवायफ़_2	dancinggirl_1	_dancinggirl/NN_u_unknown
15987	wavAyaPZa_3	तवायफ़_3	prostitute_5	_prostitute_n_1
15988	wavArIKZa_1	तवारीख़_1	dates_2	_date_n_of
15989	wavArIKZa_2	तवारीख़_2	annals_2	_annals_n_1
15990	wavArIKZI_1	तवारीख़ी_1	historical_1	_historical_a_1
15991	wavAlawa_3	तवालत_3	prolonging_1	_prolong_v_1
15992	wavAlawa_4	तवालत_4	prolonging_2	nominalization
15993	wavAlawa_5	तवालत_5	entanglement_5	_entanglement_n_1
15994	wavelA_1	तवेला_1	footrope_1	_footrope_n_1
15995	wavelA_2	तवेला_2	tether_2	_tether/NN_u_unknown
15996	wavelA_3	तवेला_3	stable_4	_stable_n_1
15997	wavelA_4	तवेला_4	stall_1	_stall_n_1
15998	wavelI_1	तवेली_1	reg_99	_reg/NN_u_unknown
15999	-wavya_1	-तव्य_1	suffix_24	_suffix_n_1
16000	waSaKZIsa_1	तशख़ीस_1	valuation_3	_valuation_n_1
16001	waSaPPZI_1	तशफ्फ़ी_1	alleviation_2	_alleviation/NN_u_unknown
16002	waSaPPZI_2	तशफ्फ़ी_2	relief_6	_relief_n_1
16003	waSarIPZa+PZaramA_1	तशरीफ़+फ़रमा_1	go_1	_go_v_1
16004	waSarIPZa+lA_1	तशरीफ़+ला_1	come_3	_come_v_1
16005	waSarIPZa+le+jA_1	तशरीफ़+ले+जा_1	go_2	_go_v_1
16006	waSarIPZa+le+jA_2	तशरीफ़+ले+जा_2	depart_2	_depart_v_1
16007	waSavISa_1	तशवीश_1	alarm_10	_alarm_n_1
16008	waSwa_1	तश्त_1	platter_2	_platter/NN_u_unknown
16009	waSwa_2	तश्त_2	basin_1	_basin_n_1
16010	wasakIna_4	तसकीन_4	comfort_15	_comfort_n_1
16011	wasakIna+xe_1	तसकीन+दे_1	comfort_16	udef_q
16012	wasakIna+xe_2	तसकीन+दे_2	comfort_17	_comfort_n_1
16013	wasakIna+ko_1	तसकीन+को_1	comfort_18	udef_q
16014	wasakIna+ko_2	तसकीन+को_2	comfort_19	_comfort_n_1
16015	wasaxIkZa_1	तसदीक़_1	confirming_1	_confirm_v_as
16016	wasaxIkZa_2	तसदीक़_2	confirming_2	nominalization
16017	wasaxIkZa_3	तसदीक़_3	verifying_1	_verify_v_1
16018	wasaxIkZa_4	तसदीक़_4	verifying_2	nominalization
16019	wasaxIkZa+kara_1	तसदीक़+कर_1	confirm_1	_confirm_v_as
16020	wasamA_2	तसमा_2	thong_2	_thong_n_1
16021	wasara_1	तसर_1	tussore_2	_tussore/NN_u_unknown
16022	wasalasula_1	तसलसुल_1	linkage_1	_linkage_n_1
16023	wasalasula_2	तसलसुल_2	sequence_2	_sequence_n_of
16024	wasalIma_5	तसलीम_5	acceptance_6	_acceptance_n_1
16025	wasalIma_6	तसलीम_6	fact_1	_fact_n_1
16026	wasalIma_7	तसलीम_7	doctrine_1	_doctrine_n_1
16027	wasalIma_8	तसलीम_8	obeisance_1	_obeisance_n_1
16028	wasalIma+kara_1	तसलीम+कर_1	accept_5	_accept_v_1
16029	wasallI_4	तसल्ली_4	comfort_20	_comfort_n_1
16030	wasallI+xe_1	तसल्ली+दे_1	comfort_21	udef_q
16031	wasallI+xe_2	तसल्ली+दे_2	comfort_22	_comfort_n_1
16032	wasallI+xilA_1	तसल्ली+दिला_1	comfort_23	udef_q
16033	wasallI+xilA_2	तसल्ली+दिला_2	comfort_24	_comfort_n_1
16034	wasallI+ko_1	तसल्ली+को_1	comfort_25	udef_q
16035	wasallI+ko_2	तसल्ली+को_2	comfort_26	_comfort_n_1
16036	wasallIbaKZSa_1	तसल्लीबख़्श_1	consolatory_2	_consolatory/JJ_u_unknown
16037	wasallIbaKZSa_2	तसल्लीबख़्श_2	comforting_1	_comforting_a_1
16038	wasavIra_4	तसवीर_4	see_54	_see_n_1
16039	wasavvura_1	तसव्वुर_1	Sufism_1	named
16040	wasavvura_2	तसव्वुर_2	mysticism_1	_mysticism_n_1
16041	wasavvura_3	तसव्वुर_3	forming_5	_form_v_1
16042	wasavvura_4	तसव्वुर_4	forming_6	nominalization
16043	wasavvura+kara_1	तसव्वुर+कर_1	imagine_3	_imagine_v_1
16044	wasavvura+meM+lA_1	तसव्वुर+में+ला_1	conceive_1	_conceive_v_1
16045	wasavvura+meM+lA_2	तसव्वुर+में+ला_2	imagine_4	_imagine_v_1
16046	waskara_2	तस्कर_2	robber_4	_robber_n_1
16047	waskara-vyApAra˚I_1	तस्कर-व्यापार˚ई_1	smuggler_1	_smuggler_n_1
16048	waskarawA_1	तस्करता_1	smuggling_1	_smuggle_v_1
16049	waskarawA_2	तस्करता_2	smuggling_2	nominalization
16050	waskarI_3	तस्करी_3	robbery_4	_robbery_n_of
16051	waskIna_1	तस्कीन_1	see_55	_see_n_1
16052	wasPZiyA_1	तस्फ़िया_1	settling_3	_settle_v_1
16053	wasPZiyA_2	तस्फ़िया_2	settling_4	nominalization
16054	wasPZiyA_3	तस्फ़िया_3	disposal_1	_disposal_n_1
16055	wasPZiyA_4	तस्फ़िया_4	reconciliation_1	_reconciliation/NN_u_unknown
16056	wasPZiyA_5	तस्फ़िया_5	compromise_1	_compromise_n_1
16057	wasPZiyA+kara_1	तस्फ़िया+कर_1	reconcile_2	_reconcile_v_1
16058	wasPZiyA+kara_2	तस्फ़िया+कर_2	settle_12	_settle_v_1
16059	wasPZiyA+kA_1	तस्फ़िया+का_1	reconcile_3	_reconcile_v_1
16060	wasPZiyA+kA_2	तस्फ़िया+का_2	settle_13	_settle_v_1
16061	wasmA_1	तस्मा_1	see_56	_see_n_1
16062	wasvIra_2	तस्वीर_2	drawing_9	_drawing_n_of
16063	wasvIra_3	तस्वीर_3	painting_2	_painting_n_of
16064	wasvIra_4	तस्वीर_4	portrait_1	_portrait_n_1
16065	wasvIra_5	तस्वीर_5	photograph_3	_photograph_n_1
16066	wasvIra+lenA_1	तस्वीर+लेना_1	Engl_1	named
16067	waha_4	तह_4	stratum_2	_stratum_n_1
16068	waha_5	तह_5	film_1	_film_n_1
16069	waha_6	तह_6	foundation_3	_foundation_n_1
16070	waha_7	तह_7	basement_1	_basement_n_1
16071	waha_8	तह_8	essential_3	_essential_n_1
16072	waha_9	तह_9	profundity_3	_profundity/NN_u_unknown
16073	waha_10	तह_10	subtleness_1	_subtleness/NN_u_unknown
16074	waha+kara_2	तह+कर_2	fold_1	_fold_v_1
16075	waha+kA_1	तह+का_1	deep_3	_deep_a_1
16076	waha+kA_2	तह+का_2	profound_1	_profound_a_1
16077	waha+kA_3	तह+का_3	mysterious_3	_mysterious_a_1
16078	waha+kA_4	तह+का_4	occult_1	_occult/JJ_u_unknown
16079	waha+kA_5	तह+का_5	real_4	_real_a_1
16080	waha+kA_6	तह+का_6	genuine_2	_genuine_a_1
16081	waha+jamA_1	तह+जमा_1	fold_2	_fold_v_1
16082	waha+kI_1	तह+की_1	fold_3	_fold_v_1
16083	waha+lagA_1	तह+लगा_1	fold_4	_fold_v_1
16084	waha+meM_1	तह+में_1	fold_5	_fold_v_1
16085	waha-KZAnA_1	तह-ख़ाना_1	basement_2	_basement_n_1
16086	waha-KZAnA_2	तह-ख़ाना_2	vault_2	_vault_n_1
16087	wahaxAra_1	तहदार_1	poem_2	_poem_n_1
16088	wahakZIkZa_1	तहक़ीक़_1	investigation_7	_investigation_n_1
16089	wahakZIkZa_2	तहक़ीक़_2	enquiry_6	_enquiry_n_1
16090	wahakZIkZa_3	तहक़ीक़_3	interrogation_2	_interrogation_n_of
16091	wahakZIkZAwa_1	तहक़ीक़ात_1	enquiries_1	_enquiry_n_1
16092	wahajZIba_1	तहज़ीब_1	cultured_1	_cultured_a_1
16093	wahajZIba-yAPZwA_1	तहज़ीब-याफ़्ता_1	cultured_2	_cultured_a_1
16094	wahawa_2	तहत_2	subjection_1	_subjection_n_of
16095	wahawa_3	तहत_3	authority_9	_authority_n_1
16096	wahawa_4	तहत_4	control_11	_control_n_of
16097	waharIra_3	तहरीर_3	hand_3	_hand_n_1
16098	waharIra_4	तहरीर_4	document_3	_document_n_1
16099	waharIra_5	तहरीर_5	statement_2	_statement_n_of
16100	waharIra_6	तहरीर_6	declaration_3	_declaration_n_of
16101	waharIra+kara_1	तहरीर+कर_1	write_3	_write_v_to
16102	waharIra+kara_2	तहरीर+कर_2	record_3	_record_v_1
16103	waharIra+kI_1	तहरीर+की_1	write_4	_write_v_to
16104	waharIra+kI_2	तहरीर+की_2	record_4	_record_v_1
16105	waharIrI_1	तहरीरी_1	written_3	_write_v_to
16106	waharIrI_2	तहरीरी_2	written_4	parg_d
16107	waharIrI_3	तहरीरी_3	evidence_1	_evidence_n_of
16108	wahalakA_6	तहलका_6	alarm_11	_alarm_n_1
16109	wahalakA_7	तहलका_7	panic_1	_panic_n_1
16110	wahalakA_8	तहलका_8	confusion_6	_confusion_n_1
16111	wahalakA_9	तहलका_9	consternation_2	_consternation/NN_u_unknown
16112	wahalakA_10	तहलका_10	excitement_1	_excitement_n_1
16113	wahalIla+kara_1	तहलील+कर_1	digest_1	_digest_v_1
16114	wahasa-nahasa+kara_1	तहस-नहस+कर_1	ruin_11	_ruin_v_1
16115	wahasIna_1	तहसीन_1	acclaim_1	_acclaim/NN_u_unknown
16116	wahA_2	तहा_2	fold_6	_fold_v_1
16117	wAzgA_2	ताँगा_2	trap_5	_trap_n_1
16118	wAzgAvAlA_1	ताँगावाला_1	tongadriver_1	_tongadriver/NN_u_unknown
16119	wAMdava_1	तांडव_1	frenzy_2	_frenzy_n_1
16120	wAzwa_4	ताँत_4	sinew_1	_sinew/NN_u_unknown
16121	wAzwa_5	ताँत_5	string_17	_string_n_of
16122	wAzwa-sA_1	ताँत-सा_1	thin_4	_thin_a_1
16123	wAzwa-sA_2	ताँत-सा_2	skinny_1	_skinny_a_1
16124	wAzwA_5	ताँता_5	line_10	_line_n_of
16125	wAzwA_6	ताँता_6	row_8	_row_n_of
16126	wAzwA_7	ताँता_7	sequence_3	_sequence_n_of
16127	wAzwA_8	ताँता_8	continuation_1	_continuation_n_of
16128	wAzwA+bazXanA_1	ताँता+बँधना_1	line_11	_line_n_of
16129	wAzwA+bazXa_1	ताँता+बँध_1	form_10	_form_v_1
16130	wAzwA+laganA_1	ताँता+लगना_1	line_12	_line_n_of
16131	wAzwA+laga_1	ताँता+लग_1	form_11	_form_v_1
16132	wAzwI_1	ताँती_1	EH_24	named
16133	wAMwrika_1	तांत्रिक_1	technical_2	_technical_a_1
16134	wAzbaI_1	ताँबई_1	coppercoloured_1	_coppercoloured/VBN_u_unknown
16135	wAzbaI_2	ताँबई_2	coppercoloured_2	parg_d
16136	wAzbAkAra_1	ताँबाकार_1	coppersmith_1	_coppersmith/NN_u_unknown
16137	wAzbiyA_1	ताँबिया_1	coppercoloured_3	_coppercoloured/NN_u_unknown
16138	wAMbUlI_1	तांबूली_1	betelseller_1	_betelseller/NN_u_unknown
16139	wAzvawa_1	ताँवत_1	EH_25	_eh_a_1
16140	-wA_1	-ता_1	bravery_2	_bravery/NN_u_unknown
16141	-wA_2	-ता_2	heroism_1	_heroism/NN_u_unknown
16142	wAIxa_2	ताईद_2	corroboration_1	_corroboration/NN_u_unknown
16143	wAU_3	ताऊ_3	superior_6	_superior_n_1
16144	wAerA+BAI_1	ताएरा+भाई_1	cousin_1	_cousin_n_of
16145	wAka_6	ताक_6	look_8	_look_n_at
16146	wAka_7	ताक_7	glance_5	_glance_n_1
16147	wAka_8	ताक_8	peep_6	_peep/NN_u_unknown
16148	wAka_9	ताक_9	watch_4	_watch_n_1
16149	wAka_10	ताक_10	expectation_3	_expectation_n_of
16150	wAka_11	ताक_11	aim_1	_aim_n_1
16151	wAka-JAzka_1	ताक-झाँक_1	investigation_8	_investigation_n_1
16152	wAkZa_1	ताक़_1	niche_1	_niche_n_1
16153	wAkZa_2	ताक़_2	recess_1	_recess_n_1
16154	wAkZa_3	ताक़_3	ledge_1	_ledge_n_1
16155	wAkZa_4	ताक़_4	shelf_2	_shelf_n_1
16156	wAkZawa_1	ताक़त_1	strength_4	_strength_n_1
16157	wAkZawa_2	ताक़त_2	power_9	_power_n_1
16158	wAkZawa_3	ताक़त_3	ability_2	_ability_n_1
16159	wAkZawa_4	ताक़त_4	capability_2	_capability_n_to
16160	wAkZawa_5	ताक़त_5	power_10	_power_n_1
16161	wAkZawa_6	ताक़त_6	energy_2	_energy_n_1
16162	wAkZawavara_1	ताक़तवर_1	strong_11	subord
16163	wAkZawavara_2	ताक़तवर_2	strong_12	_strong_a_1
16164	wAkZawavara_3	ताक़तवर_3	powerful_5	_powerful_n_1
16165	wAkanA+wAkAwAkI_1	ताकना+ताकाताकी_1	stares_1	_stare_n_1
16166	wAkIxa_1	ताकीद_1	demand_6	_demand_n_1
16167	wAkIxa_2	ताकीद_2	request_5	_request_n_for
16168	wAkIxa_3	ताकीद_3	compulsion_1	_compulsion/NN_u_unknown
16169	wAkIxa_4	ताकीद_4	coercion_4	_coercion_n_1
16170	wAkIxa+kara_1	ताकीद+कर_1	enjoin_1	_enjoin/VB_u_unknown
16171	wAkIxa+kara_2	ताकीद+कर_2	caution_1	udef_q
16172	wAkIxa+kara_3	ताकीद+कर_3	caution_2	_caution_n_1
16173	wAkIxa+se_1	ताकीद+से_1	enjoin_2	_enjoin/VB_u_unknown
16174	wAkIxa+se_2	ताकीद+से_2	caution_3	udef_q
16175	wAkIxa+se_3	ताकीद+से_3	caution_4	_caution_n_1
16176	wAkIxa+ko_1	ताकीद+को_1	enjoin_3	_enjoin/VB_u_unknown
16177	wAkIxa+ko_2	ताकीद+को_2	caution_5	udef_q
16178	wAkIxa+ko_3	ताकीद+को_3	caution_6	_caution_n_1
16179	wAga_1	ताग_1	EH_26	named
16180	wAga_2	ताग_2	stitch_8	_stitch_v_1
16181	wAgA_2	तागा_2	string_18	_string_n_of
16182	wAgA_3	तागा_3	cord_7	_cord_n_1
16183	wAja_3	ताज_3	tiara_1	_tiara/NN_u_unknown
16184	wAja_4	ताज_4	crest_8	_crest_n_1
16185	wAja_5	ताज_5	plume_1	_plume/NN_u_unknown
16186	wAja_6	ताज_6	paragon_1	_paragon/NN_u_unknown
16187	wAja+wAjZa-gujZArI_1	ताज+ताज़-गुज़ारी_1	crowning_1	_crown_v_1
16188	wAja+wAjZa-gujZArI_2	ताज+ताज़-गुज़ारी_2	crowning_2	nominalization
16189	wAjapoSI_2	ताजपोशी_2	coronation_1	_coronation_n_of
16190	wAjaxAra_2	ताजदार_2	crowned_3	_crown_v_1
16191	wAjaxAra_3	ताजदार_3	crowned_4	parg_d
16192	wAjaxAra_4	ताजदार_4	diademed_1	_diademed/NN_u_unknown
16193	wAjaxAra˚I_1	ताजदार˚ई_1	sovereignty_2	_sovereignty_n_1
16194	wAjZagI_1	ताज़गी_1	freshness_3	_freshness_n_1
16195	wAjZagI_2	ताज़गी_2	revival_1	_revival_n_of
16196	wAjZagI_3	ताज़गी_3	refreshment_2	_refreshment_n_1
16197	wAjZagI_4	ताज़गी_4	novelty_1	_novelty_n_1
16198	wAjZagI_5	ताज़गी_5	greenness_2	_greenness/NN_u_unknown
16199	wAjZagI_6	ताज़गी_6	tenderness_1	_tenderness_n_1
16200	wAjana_1	ताजन_1	whip_4	_whip_n_1
16201	wAjZA_1	ताज़ा_1	invigorated_1	_invigorated/NN_u_unknown
16202	wAjZA_2	ताज़ा_2	flourishing_8	_flourish_v_1
16203	wAjZA_3	ताज़ा_3	flourishing_9	nominalization
16204	wAjZA_4	ताज़ा_4	current_5	_current_n_1
16205	wAjZA_5	ताज़ा_5	young_7	_young_n_1
16206	wAjZA_6	ताज़ा_6	tender_1	_tender_n_1
16207	wAjZA+kara_1	ताज़ा+कर_1	renew_1	_renew_v_1
16208	wAjZiyAnA_1	ताज़ियाना_1	whip_5	_whip_n_1
16209	wAjZira_1	ताज़िर_1	merchant_2	_merchant_n_of
16210	wAjZI_1	ताज़ी_1	fastrunning_1	_fastrunning/NN_u_unknown
16211	wAjZIma_1	ताज़ीम_1	reverence_2	_reverence_n_1
16212	wAjZIrAwa_1	ताज़ीरात_1	pl_13	_plural_n_1
16213	wAjjuba_3	ताज्जुब_3	surprise_4	_surprise_n_1
16214	wAjjuba_4	ताज्जुब_4	admiration_1	_admiration_n_of
16215	wAjjuba+kara_1	ताज्जुब+कर_1	admire_1	_admire_v_1
16216	wAjjuba+para_1	ताज्जुब+पर_1	admire_2	_admire_v_1
16217	wAjjuba+meM+dAla_1	ताज्जुब+में+डाल_1	surprise_5	udef_q
16218	wAjjuba+meM+dAla_2	ताज्जुब+में+डाल_2	surprise_6	_surprise_n_1
16219	wAdZana_1	ताड़न_1	beating_2	_beating_n_1
16220	wAdZana_2	ताड़न_2	punishment_6	_punishment_n_1
16221	wAdZana_3	ताड़न_3	scolding_7	_scold_v_1
16222	wAdZana_4	ताड़न_4	scolding_8	nominalization
16223	wAdZa_1	ताड़_1	beat_9	_beat_v_to
16224	wAdZa_2	ताड़_2	scold_6	_scold_v_1
16225	wAdZa_3	ताड़_3	understand_1	_understand_v_by
16226	wAdZa_4	ताड़_4	guess_4	_guess_v_1
16227	wAdZanIya_1	ताड़नीय_1	punishable_1	_punishable/JJ_u_unknown
16228	wAdZI_1	ताड़ी_1	toddy_1	_toddy/NN_u_unknown
16229	wAwala_1	तातल_1	hot_5	_hot_a_1
16230	wAwala_2	तातल_2	warm_5	_warm_a_1
16231	wAwA_1	ताता_1	heated_1	_heat_v_cause
16232	wAwA_2	ताता_2	heated_2	parg_d
16233	wAwAra_1	तातार_1	Tartar_1	named
16234	wAwAra_2	तातार_2	Mongol_1	named
16235	wAwAra_3	तातार_3	Tartar_2	proper_q
16236	wAwAra_4	तातार_4	Tartar_3	named
16237	wAwAra_5	तातार_5	Mongol_2	named
16238	wAwArI_1	तातारी_1	Tartar_4	proper_q
16239	wAwArI_2	तातारी_2	Tartar_5	named
16240	wAwArI_3	तातारी_3	Mongol_3	named
16241	wAwArI_4	तातारी_4	Scythian_1	named
16242	wAwIla_3	तातील_3	discontinuing_1	_discontinue_v_1
16243	wAwIla_4	तातील_4	discontinuing_2	nominalization
16244	wAwIla_5	तातील_5	festival_2	_festival_n_1
16245	wAwkAlika_3	तात्कालिक_3	urgent_1	_urgent_a_for
